"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Chile","2019","Total","Both Sexes","10","Estimate - de facto","Final figure, complete","2019","252911",""
"Chile","2019","Total","Both Sexes","10 - 14","Estimate - de facto","Final figure, complete","2019","1212394",""
"Chile","2019","Total","Both Sexes","11","Estimate - de facto","Final figure, complete","2019","247270",""
"Chile","2019","Total","Both Sexes","12","Estimate - de facto","Final figure, complete","2019","240430",""
"Chile","2019","Total","Both Sexes","13","Estimate - de facto","Final figure, complete","2019","236025",""
"Chile","2019","Total","Both Sexes","14","Estimate - de facto","Final figure, complete","2019","235758",""
"Chile","2019","Total","Both Sexes","15","Estimate - de facto","Final figure, complete","2019","237929",""
"Chile","2019","Total","Both Sexes","15 - 19","Estimate - de facto","Final figure, complete","2019","1236242",""
"Chile","2019","Total","Both Sexes","16","Estimate - de facto","Final figure, complete","2019","242242",""
"Chile","2019","Total","Both Sexes","17","Estimate - de facto","Final figure, complete","2019","248352",""
"Chile","2019","Total","Both Sexes","18","Estimate - de facto","Final figure, complete","2019","251273",""
"Chile","2019","Total","Both Sexes","19","Estimate - de facto","Final figure, complete","2019","256446",""
"Chile","2019","Total","Both Sexes","20","Estimate - de facto","Final figure, complete","2019","261884",""
"Chile","2019","Total","Both Sexes","20 - 24","Estimate - de facto","Final figure, complete","2019","1366943",""
"Chile","2019","Total","Both Sexes","21","Estimate - de facto","Final figure, complete","2019","267602",""
"Chile","2019","Total","Both Sexes","22","Estimate - de facto","Final figure, complete","2019","273378",""
"Chile","2019","Total","Both Sexes","23","Estimate - de facto","Final figure, complete","2019","279146",""
"Chile","2019","Total","Both Sexes","24","Estimate - de facto","Final figure, complete","2019","284933",""
"Chile","2019","Total","Both Sexes","25","Estimate - de facto","Final figure, complete","2019","290969",""
"Chile","2019","Total","Both Sexes","25 - 29","Estimate - de facto","Final figure, complete","2019","1510624",""
"Chile","2019","Total","Both Sexes","26","Estimate - de facto","Final figure, complete","2019","297028",""
"Chile","2019","Total","Both Sexes","27","Estimate - de facto","Final figure, complete","2019","303413",""
"Chile","2019","Total","Both Sexes","28","Estimate - de facto","Final figure, complete","2019","308468",""
"Chile","2019","Total","Both Sexes","29","Estimate - de facto","Final figure, complete","2019","310746",""
"Chile","2019","Total","Both Sexes","30","Estimate - de facto","Final figure, complete","2019","309458",""
"Chile","2019","Total","Both Sexes","30 - 34","Estimate - de facto","Final figure, complete","2019","1499763",""
"Chile","2019","Total","Both Sexes","31","Estimate - de facto","Final figure, complete","2019","305322",""
"Chile","2019","Total","Both Sexes","32","Estimate - de facto","Final figure, complete","2019","300420",""
"Chile","2019","Total","Both Sexes","33","Estimate - de facto","Final figure, complete","2019","295290",""
"Chile","2019","Total","Both Sexes","34","Estimate - de facto","Final figure, complete","2019","289273",""
"Chile","2019","Total","Both Sexes","35","Estimate - de facto","Final figure, complete","2019","282455",""
"Chile","2019","Total","Both Sexes","35 - 39","Estimate - de facto","Final figure, complete","2019","1337374",""
"Chile","2019","Total","Both Sexes","36","Estimate - de facto","Final figure, complete","2019","275060",""
"Chile","2019","Total","Both Sexes","37","Estimate - de facto","Final figure, complete","2019","267000",""
"Chile","2019","Total","Both Sexes","38","Estimate - de facto","Final figure, complete","2019","259241",""
"Chile","2019","Total","Both Sexes","39","Estimate - de facto","Final figure, complete","2019","253618",""
"Chile","2019","Total","Both Sexes","40","Estimate - de facto","Final figure, complete","2019","250642",""
"Chile","2019","Total","Both Sexes","40 - 44","Estimate - de facto","Final figure, complete","2019","1248220",""
"Chile","2019","Total","Both Sexes","41","Estimate - de facto","Final figure, complete","2019","249719",""
"Chile","2019","Total","Both Sexes","42","Estimate - de facto","Final figure, complete","2019","249515",""
"Chile","2019","Total","Both Sexes","43","Estimate - de facto","Final figure, complete","2019","249205",""
"Chile","2019","Total","Both Sexes","44","Estimate - de facto","Final figure, complete","2019","249139",""
"Chile","2019","Total","Both Sexes","45","Estimate - de facto","Final figure, complete","2019","248997",""
"Chile","2019","Total","Both Sexes","45 - 49","Estimate - de facto","Final figure, complete","2019","1244453",""
"Chile","2019","Total","Both Sexes","46","Estimate - de facto","Final figure, complete","2019","248822",""
"Chile","2019","Total","Both Sexes","47","Estimate - de facto","Final figure, complete","2019","248630",""
"Chile","2019","Total","Both Sexes","48","Estimate - de facto","Final figure, complete","2019","248801",""
"Chile","2019","Total","Both Sexes","49","Estimate - de facto","Final figure, complete","2019","249203",""
"Chile","2019","Total","Both Sexes","50","Estimate - de facto","Final figure, complete","2019","249851",""
"Chile","2019","Total","Both Sexes","50 - 54","Estimate - de facto","Final figure, complete","2019","1251192",""
"Chile","2019","Total","Both Sexes","51","Estimate - de facto","Final figure, complete","2019","250465",""
"Chile","2019","Total","Both Sexes","52","Estimate - de facto","Final figure, complete","2019","250938",""
"Chile","2019","Total","Both Sexes","53","Estimate - de facto","Final figure, complete","2019","250687",""
"Chile","2019","Total","Both Sexes","54","Estimate - de facto","Final figure, complete","2019","249251",""
"Chile","2019","Total","Both Sexes","55","Estimate - de facto","Final figure, complete","2019","246140",""
"Chile","2019","Total","Both Sexes","55 - 59","Estimate - de facto","Final figure, complete","2019","1179313",""
"Chile","2019","Total","Both Sexes","56","Estimate - de facto","Final figure, complete","2019","241569",""
"Chile","2019","Total","Both Sexes","57","Estimate - de facto","Final figure, complete","2019","236509",""
"Chile","2019","Total","Both Sexes","58","Estimate - de facto","Final figure, complete","2019","231023",""
"Chile","2019","Total","Both Sexes","59","Estimate - de facto","Final figure, complete","2019","224072",""
"Chile","2019","Total","Both Sexes","60","Estimate - de facto","Final figure, complete","2019","215466",""
"Chile","2019","Total","Both Sexes","60 - 64","Estimate - de facto","Final figure, complete","2019","976578",""
"Chile","2019","Total","Both Sexes","61","Estimate - de facto","Final figure, complete","2019","205672",""
"Chile","2019","Total","Both Sexes","62","Estimate - de facto","Final figure, complete","2019","195287",""
"Chile","2019","Total","Both Sexes","63","Estimate - de facto","Final figure, complete","2019","184981",""
"Chile","2019","Total","Both Sexes","64","Estimate - de facto","Final figure, complete","2019","175172",""
"Chile","2019","Total","Both Sexes","65","Estimate - de facto","Final figure, complete","2019","166154",""
"Chile","2019","Total","Both Sexes","65 - 69","Estimate - de facto","Final figure, complete","2019","747573",""
"Chile","2019","Total","Both Sexes","66","Estimate - de facto","Final figure, complete","2019","157826",""
"Chile","2019","Total","Both Sexes","67","Estimate - de facto","Final figure, complete","2019","149453",""
"Chile","2019","Total","Both Sexes","68","Estimate - de facto","Final figure, complete","2019","141022",""
"Chile","2019","Total","Both Sexes","69","Estimate - de facto","Final figure, complete","2019","133118",""
"Chile","2019","Total","Both Sexes","70","Estimate - de facto","Final figure, complete","2019","126048",""
"Chile","2019","Total","Both Sexes","70 - 74","Estimate - de facto","Final figure, complete","2019","566780",""
"Chile","2019","Total","Both Sexes","71","Estimate - de facto","Final figure, complete","2019","119505",""
"Chile","2019","Total","Both Sexes","72","Estimate - de facto","Final figure, complete","2019","113307",""
"Chile","2019","Total","Both Sexes","73","Estimate - de facto","Final figure, complete","2019","107172",""
"Chile","2019","Total","Both Sexes","74","Estimate - de facto","Final figure, complete","2019","100748",""
"Chile","2019","Total","Both Sexes","75","Estimate - de facto","Final figure, complete","2019","93829",""
"Chile","2019","Total","Both Sexes","75 - 79","Estimate - de facto","Final figure, complete","2019","401029",""
"Chile","2019","Total","Both Sexes","76","Estimate - de facto","Final figure, complete","2019","86804",""
"Chile","2019","Total","Both Sexes","77","Estimate - de facto","Final figure, complete","2019","79820",""
"Chile","2019","Total","Both Sexes","78","Estimate - de facto","Final figure, complete","2019","73301",""
"Chile","2019","Total","Both Sexes","79","Estimate - de facto","Final figure, complete","2019","67275",""
"Chile","2019","Total","Both Sexes","80","Estimate - de facto","Final figure, complete","2019","451266",""
"Chile","2019","Total","Both Sexes","80 +","Estimate - de facto","Final figure, complete","2019","451266",""
"France","2019","Total","Both Sexes","Total","Estimate - de jure","Provisional figure","2018","64812052","6"
"France","2019","Total","Both Sexes","0","Estimate - de jure","Provisional figure","2018","677969","6"
"France","2019","Total","Both Sexes","0 - 4","Estimate - de jure","Provisional figure","2018","3553486","6"
"France","2019","Total","Both Sexes","1","Estimate - de jure","Provisional figure","2018","690732","6"
"France","2019","Total","Both Sexes","1 - 4","Estimate - de jure","Provisional figure","2018","2875517","6"
"France","2019","Total","Both Sexes","2","Estimate - de jure","Provisional figure","2018","707054","6"
"France","2019","Total","Both Sexes","3","Estimate - de jure","Provisional figure","2018","726397","6"
"France","2019","Total","Both Sexes","4","Estimate - de jure","Provisional figure","2018","751334","6"
"France","2019","Total","Both Sexes","5","Estimate - de jure","Provisional figure","2018","762797","6"
"France","2019","Total","Both Sexes","5 - 9","Estimate - de jure","Provisional figure","2018","3932938","6"
"France","2019","Total","Both Sexes","6","Estimate - de jure","Provisional figure","2018","778563","6"
"France","2019","Total","Both Sexes","7","Estimate - de jure","Provisional figure","2018","786000","6"
"France","2019","Total","Both Sexes","8","Estimate - de jure","Provisional figure","2018","805980","6"
"France","2019","Total","Both Sexes","9","Estimate - de jure","Provisional figure","2018","799598","6"
"France","2019","Total","Both Sexes","10","Estimate - de jure","Provisional figure","2018","804211","6"
"France","2019","Total","Both Sexes","10 - 14","Estimate - de jure","Provisional figure","2018","3993033","6"
"France","2019","Total","Both Sexes","11","Estimate - de jure","Provisional figure","2018","796942","6"
"France","2019","Total","Both Sexes","12","Estimate - de jure","Provisional figure","2018","810699","6"
"France","2019","Total","Both Sexes","13","Estimate - de jure","Provisional figure","2018","791748","6"
"France","2019","Total","Both Sexes","14","Estimate - de jure","Provisional figure","2018","789433","6"
"France","2019","Total","Both Sexes","15","Estimate - de jure","Provisional figure","2018","787614","6"
"France","2019","Total","Both Sexes","15 - 19","Estimate - de jure","Provisional figure","2018","3965852","6"
"France","2019","Total","Both Sexes","16","Estimate - de jure","Provisional figure","2018","790935","6"
"France","2019","Total","Both Sexes","17","Estimate - de jure","Provisional figure","2018","804699","6"
"France","2019","Total","Both Sexes","18","Estimate - de jure","Provisional figure","2018","812009","6"
"France","2019","Total","Both Sexes","19","Estimate - de jure","Provisional figure","2018","770595","6"
"France","2019","Total","Both Sexes","20","Estimate - de jure","Provisional figure","2018","755992","6"
"France","2019","Total","Both Sexes","20 - 24","Estimate - de jure","Provisional figure","2018","3628336","6"
"France","2019","Total","Both Sexes","21","Estimate - de jure","Provisional figure","2018","729712","6"
"France","2019","Total","Both Sexes","22","Estimate - de jure","Provisional figure","2018","732447","6"
"France","2019","Total","Both Sexes","23","Estimate - de jure","Provisional figure","2018","716906","6"
"France","2019","Total","Both Sexes","24","Estimate - de jure","Provisional figure","2018","693279","6"
"France","2019","Total","Both Sexes","25","Estimate - de jure","Provisional figure","2018","691249","6"
"France","2019","Total","Both Sexes","25 - 29","Estimate - de jure","Provisional figure","2018","3677822","6"
"France","2019","Total","Both Sexes","26","Estimate - de jure","Provisional figure","2018","725780","6"
"France","2019","Total","Both Sexes","27","Estimate - de jure","Provisional figure","2018","738810","6"
"France","2019","Total","Both Sexes","28","Estimate - de jure","Provisional figure","2018","756645","6"
"France","2019","Total","Both Sexes","29","Estimate - de jure","Provisional figure","2018","765338","6"
"France","2019","Total","Both Sexes","30","Estimate - de jure","Provisional figure","2018","775747","6"
"France","2019","Total","Both Sexes","30 - 34","Estimate - de jure","Provisional figure","2018","3935486","6"
"France","2019","Total","Both Sexes","31","Estimate - de jure","Provisional figure","2018","781742","6"
"France","2019","Total","Both Sexes","32","Estimate - de jure","Provisional figure","2018","795086","6"
"France","2019","Total","Both Sexes","33","Estimate - de jure","Provisional figure","2018","793734","6"
"France","2019","Total","Both Sexes","34","Estimate - de jure","Provisional figure","2018","789177","6"
"France","2019","Total","Both Sexes","35","Estimate - de jure","Provisional figure","2018","780306","6"
"France","2019","Total","Both Sexes","35 - 39","Estimate - de jure","Provisional figure","2018","4099850","6"
"France","2019","Total","Both Sexes","36","Estimate - de jure","Provisional figure","2018","829011","6"
"France","2019","Total","Both Sexes","37","Estimate - de jure","Provisional figure","2018","837737","6"
"France","2019","Total","Both Sexes","38","Estimate - de jure","Provisional figure","2018","848914","6"
"France","2019","Total","Both Sexes","39","Estimate - de jure","Provisional figure","2018","803882","6"
"France","2019","Total","Both Sexes","40","Estimate - de jure","Provisional figure","2018","788140","6"
"France","2019","Total","Both Sexes","40 - 44","Estimate - de jure","Provisional figure","2018","3972025","6"
"France","2019","Total","Both Sexes","41","Estimate - de jure","Provisional figure","2018","792201","6"
"France","2019","Total","Both Sexes","42","Estimate - de jure","Provisional figure","2018","768385","6"
"France","2019","Total","Both Sexes","43","Estimate - de jure","Provisional figure","2018","790338","6"
"France","2019","Total","Both Sexes","44","Estimate - de jure","Provisional figure","2018","832961","6"
"France","2019","Total","Both Sexes","45","Estimate - de jure","Provisional figure","2018","879760","6"
"France","2019","Total","Both Sexes","45 - 49","Estimate - de jure","Provisional figure","2018","4416213","6"
"France","2019","Total","Both Sexes","46","Estimate - de jure","Provisional figure","2018","899550","6"
"France","2019","Total","Both Sexes","47","Estimate - de jure","Provisional figure","2018","894435","6"
"France","2019","Total","Both Sexes","48","Estimate - de jure","Provisional figure","2018","877492","6"
"France","2019","Total","Both Sexes","49","Estimate - de jure","Provisional figure","2018","864976","6"
"France","2019","Total","Both Sexes","50","Estimate - de jure","Provisional figure","2018","854770","6"
"France","2019","Total","Both Sexes","50 - 54","Estimate - de jure","Provisional figure","2018","4325144","6"
"France","2019","Total","Both Sexes","51","Estimate - de jure","Provisional figure","2018","850259","6"
"France","2019","Total","Both Sexes","52","Estimate - de jure","Provisional figure","2018","869002","6"
"France","2019","Total","Both Sexes","53","Estimate - de jure","Provisional figure","2018","871709","6"
"France","2019","Total","Both Sexes","54","Estimate - de jure","Provisional figure","2018","879404","6"
"France","2019","Total","Both Sexes","55","Estimate - de jure","Provisional figure","2018","868907","6"
"France","2019","Total","Both Sexes","55 - 59","Estimate - de jure","Provisional figure","2018","4206934","6"
"France","2019","Total","Both Sexes","56","Estimate - de jure","Provisional figure","2018","837856","6"
"France","2019","Total","Both Sexes","57","Estimate - de jure","Provisional figure","2018","838894","6"
"France","2019","Total","Both Sexes","58","Estimate - de jure","Provisional figure","2018","833849","6"
"France","2019","Total","Both Sexes","59","Estimate - de jure","Provisional figure","2018","827428","6"
"France","2019","Total","Both Sexes","60","Estimate - de jure","Provisional figure","2018","808901","6"
"France","2019","Total","Both Sexes","60 - 64","Estimate - de jure","Provisional figure","2018","3971679","6"
"France","2019","Total","Both Sexes","61","Estimate - de jure","Provisional figure","2018","802994","6"
"France","2019","Total","Both Sexes","62","Estimate - de jure","Provisional figure","2018","794551","6"
"France","2019","Total","Both Sexes","63","Estimate - de jure","Provisional figure","2018","784145","6"
"France","2019","Total","Both Sexes","64","Estimate - de jure","Provisional figure","2018","781088","6"
"France","2019","Total","Both Sexes","65","Estimate - de jure","Provisional figure","2018","763722","6"
"France","2019","Total","Both Sexes","65 - 69","Estimate - de jure","Provisional figure","2018","3831605","6"
"France","2019","Total","Both Sexes","66","Estimate - de jure","Provisional figure","2018","773065","6"
"France","2019","Total","Both Sexes","67","Estimate - de jure","Provisional figure","2018","754343","6"
"France","2019","Total","Both Sexes","68","Estimate - de jure","Provisional figure","2018","778931","6"
"France","2019","Total","Both Sexes","69","Estimate - de jure","Provisional figure","2018","761544","6"
"France","2019","Total","Both Sexes","70","Estimate - de jure","Provisional figure","2018","755014","6"
"France","2019","Total","Both Sexes","70 - 74","Estimate - de jure","Provisional figure","2018","3200937","6"
"France","2019","Total","Both Sexes","71","Estimate - de jure","Provisional figure","2018","736299","6"
"France","2019","Total","Both Sexes","72","Estimate - de jure","Provisional figure","2018","691879","6"
"France","2019","Total","Both Sexes","73","Estimate - de jure","Provisional figure","2018","516140","6"
"France","2019","Total","Both Sexes","74","Estimate - de jure","Provisional figure","2018","501605","6"
"France","2019","Total","Both Sexes","75","Estimate - de jure","Provisional figure","2018","483420","6"
"France","2019","Total","Both Sexes","75 - 79","Estimate - de jure","Provisional figure","2018","2130863","6"
"France","2019","Total","Both Sexes","76","Estimate - de jure","Provisional figure","2018","442973","6"
"France","2019","Total","Both Sexes","77","Estimate - de jure","Provisional figure","2018","390312","6"
"France","2019","Total","Both Sexes","78","Estimate - de jure","Provisional figure","2018","400929","6"
"France","2019","Total","Both Sexes","79","Estimate - de jure","Provisional figure","2018","413229","6"
"France","2019","Total","Both Sexes","80","Estimate - de jure","Provisional figure","2018","396346","6"
"France","2019","Total","Both Sexes","80 - 84","Estimate - de jure","Provisional figure","2018","1827662","6"
"France","2019","Total","Both Sexes","81","Estimate - de jure","Provisional figure","2018","379416","6"
"France","2019","Total","Both Sexes","82","Estimate - de jure","Provisional figure","2018","368689","6"
"France","2019","Total","Both Sexes","83","Estimate - de jure","Provisional figure","2018","346359","6"
"France","2019","Total","Both Sexes","84","Estimate - de jure","Provisional figure","2018","336852","6"
"France","2019","Total","Both Sexes","85","Estimate - de jure","Provisional figure","2018","307207","6"
"France","2019","Total","Both Sexes","85 - 89","Estimate - de jure","Provisional figure","2018","1318154","6"
"France","2019","Total","Both Sexes","86","Estimate - de jure","Provisional figure","2018","296580","6"
"France","2019","Total","Both Sexes","87","Estimate - de jure","Provisional figure","2018","267117","6"
"France","2019","Total","Both Sexes","88","Estimate - de jure","Provisional figure","2018","244281","6"
"France","2019","Total","Both Sexes","89","Estimate - de jure","Provisional figure","2018","202969","6"
"France","2019","Total","Both Sexes","90","Estimate - de jure","Provisional figure","2018","176990","6"
"France","2019","Total","Both Sexes","90 - 94","Estimate - de jure","Provisional figure","2018","631295","6"
"France","2019","Total","Both Sexes","91","Estimate - de jure","Provisional figure","2018","148004","6"
"France","2019","Total","Both Sexes","92","Estimate - de jure","Provisional figure","2018","123808","6"
"France","2019","Total","Both Sexes","93","Estimate - de jure","Provisional figure","2018","102168","6"
"France","2019","Total","Both Sexes","94","Estimate - de jure","Provisional figure","2018","80325","6"
"France","2019","Total","Both Sexes","95","Estimate - de jure","Provisional figure","2018","61934","6"
"France","2019","Total","Both Sexes","95 +","Estimate - de jure","Provisional figure","2018","192738","6"
"France","2019","Total","Both Sexes","96","Estimate - de jure","Provisional figure","2018","47205","6"
"France","2019","Total","Both Sexes","97","Estimate - de jure","Provisional figure","2018","34374","6"
"France","2019","Total","Both Sexes","98","Estimate - de jure","Provisional figure","2018","24225","6"
"France","2019","Total","Both Sexes","99 +","Estimate - de jure","Provisional figure","2018","25000","6"
"Guam","2019","Total","Both Sexes","Total","Estimate - de jure","Final figure, complete","2019","168147","7"
"Guam","2019","Total","Both Sexes","0","Estimate - de jure","Final figure, complete","2019","3181","7"
"Guam","2019","Total","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2019","15921","7"
"Guam","2019","Total","Both Sexes","1","Estimate - de jure","Final figure, complete","2019","3181","7"
"Guam","2019","Total","Both Sexes","1 - 4","Estimate - de jure","Final figure, complete","2019","12740","7"
"Guam","2019","Total","Both Sexes","2","Estimate - de jure","Final figure, complete","2019","3190","7"
"Guam","2019","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2019","3187","7"
"Guam","2019","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2019","3182","7"
"Guam","2019","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2019","3114","7"
"Guam","2019","Total","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2019","15466","7"
"Guam","2019","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2019","3170","7"
"Guam","2019","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2019","3135","7"
"Guam","2019","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2019","3007","7"
"Guam","2019","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2019","3040","7"
"Guam","2019","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2019","3036","7"
"Guam","2019","Total","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2019","14590","7"
"Guam","2019","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2019","3039","7"
"Guam","2019","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2019","2960","7"
"Guam","2019","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2019","2785","7"
"Guam","2019","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2019","2770","7"
"Guam","2019","Total","Both Sexes","15","Estimate - de jure","Final figure, complete","2019","2782","7"
"Guam","2019","Total","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2019","14117","7"
"Guam","2019","Total","Both Sexes","16","Estimate - de jure","Final figure, complete","2019","2647","7"
"Guam","2019","Total","Both Sexes","17","Estimate - de jure","Final figure, complete","2019","2764","7"
"Guam","2019","Total","Both Sexes","18","Estimate - de jure","Final figure, complete","2019","3008","7"
"Guam","2019","Total","Both Sexes","19","Estimate - de jure","Final figure, complete","2019","2916","7"
"Guam","2019","Total","Both Sexes","20","Estimate - de jure","Final figure, complete","2019","2719","7"
"Guam","2019","Total","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2019","13220","7"
"Guam","2019","Total","Both Sexes","21","Estimate - de jure","Final figure, complete","2019","2652","7"
"Guam","2019","Total","Both Sexes","22","Estimate - de jure","Final figure, complete","2019","2571","7"
"Guam","2019","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2019","2630","7"
"Guam","2019","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2019","2648","7"
"Guam","2019","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2019","2589","7"
"Guam","2019","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2019","12552","7"
"Guam","2019","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2019","2604","7"
"Guam","2019","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2019","2504","7"
"Guam","2019","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2019","2442","7"
"Guam","2019","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2019","2413","7"
"Guam","2019","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2019","2280","7"
"Guam","2019","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2019","10724","7"
"Guam","2019","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2019","2171","7"
"Guam","2019","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2019","2147","7"
"Guam","2019","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2019","2099","7"
"Guam","2019","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2019","2027","7"
"Guam","2019","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2019","1907","7"
"Guam","2019","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2019","9218","7"
"Guam","2019","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2019","1932","7"
"Guam","2019","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2019","1798","7"
"Guam","2019","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2019","1740","7"
"Guam","2019","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2019","1841","7"
"Guam","2019","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2019","1802","7"
"Guam","2019","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2019","9095","7"
"Guam","2019","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2019","1766","7"
"Guam","2019","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2019","1911","7"
"Guam","2019","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2019","1785","7"
"Guam","2019","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2019","1831","7"
"Guam","2019","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2019","1902","7"
"Guam","2019","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2019","10270","7"
"Guam","2019","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2019","2028","7"
"Guam","2019","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2019","2107","7"
"Guam","2019","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2019","2154","7"
"Guam","2019","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2019","2079","7"
"Guam","2019","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2019","2052","7"
"Guam","2019","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2019","10169","7"
"Guam","2019","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2019","1981","7"
"Guam","2019","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2019","2003","7"
"Guam","2019","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2019","2054","7"
"Guam","2019","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2019","2079","7"
"Guam","2019","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2019","2095","7"
"Guam","2019","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2019","9774","7"
"Guam","2019","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2019","2034","7"
"Guam","2019","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2019","1925","7"
"Guam","2019","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2019","1922","7"
"Guam","2019","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2019","1798","7"
"Guam","2019","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2019","1649","7"
"Guam","2019","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2019","7549","7"
"Guam","2019","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2019","1583","7"
"Guam","2019","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2019","1457","7"
"Guam","2019","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2019","1438","7"
